artist_name,title,release,tags
b'Roberto Torres',b'Decima Del Tiempo De Antes',b'Lo Mejor De Roberto Torres / Vol. II',[]
b'G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo',b'Rider 4 Real',"b""Body Snatcher's""",[]
b'Dictafone',b'Distractions',b'Wrapped Up In A Five Pound Note',[]
b'Jazz Gillum',b'Boar Hog Blues',b'Jazz Gillum Vol. 1 1936-1938',[]
b'Lexie Mountain Boys',b'Where We Are From',b'Sexy Fountain Noise',[]
b'Los Aut\xc3\xa9nticos Decadentes',b'El Jorobadito',b'Vinyl Replica: El Milagro Argentino',"[['rock en español', '100']]"
b'Lighthouse Family',b'Ocean Drive',b'The Very Best Of',"[['pop', '100'], ['easy listening', '92'], ['soul', '68'], ['britpop', '40'], ['90s', '28'], ['UK', '24'], ['Uplifting', '20'], ['chillout', '12'], ['ballads', '12'], ['chill', '12'], ['relaxing', '12'], ['oldies', '8'], ['feel young again', '8'], ['british', '8'], ['cuddly', '8'], ['my favourite songs', '8'], ['easy', '8'], ['mitroehren', '4'], ['bands I love that have split up', '4'], ['buen tema', '4'], ['most sentimental', '4'], ['decade: 90s', '4'], ['3 star', '4'], ['play it loud loud loud', '4'], ['Ocean Drive', '4'], ['30', '4'], ['quality pop', '4'], ['langsamly', '4'], ['this is just so cool', '4'], ['magical men', '4'], ['gardob', '4'], ['favourite songs i dont have', '4'], ['double-ender 13', '4'], ['my island home', '4'], ['fH Projex', '4'], ['lizd', '4'], ['double-ender 40', '4'], ['st-rbfs', '4'], ['md-feel good', '4'], ['Lone Palm Coffee', '4'], ['music to top yourself by', '4'], ['Mellow', '4'], ['acoustic', '4'], ['indie', '4'], ['alternative', '4'], ['rhythm and blues', '4'], ['beautiful', '4'], ['favorite songs', '4'], ['Ballad', '4'], ['my fav', '4'], ['other', '4'], ['favs', '4'], ['cheerful', '4'], ['male vocalists', '4'], ['adult contemporary', '4'], ['Very Good', '4'], ['tear jerker', '4'], ['escape', '4'], ['home', '4'], ['Summer playlisT', '4'], ['dreamy pop', '4'], ['RB', '4'], ['european', '4'], ['gute laune', '4'], ['lighthouse family', '0'], ['Boyax', '0'], ['rek', '0'], ['favouritestreamable', '0'], ['collection', '0'], ['fair', '0'], ['Favvos', '0'], ['topfavouritestreamable', '0'], ['PFG', '0'], ['light', '0'], ['bryanston', '0'], ['topfavouritepop', '0'], ['Moox', '0'], ['favouritepop', '0'], ['favourite 90s', '0'], ['heard on Pandora', '0']]"
b'Freddie King',b'Five Long Years',b'Getting Ready... (World)',"[['blues', '100'], ['guitar', '57'], ['allboutGuitarcom', '42'], ['allboutguitar', '42'], ['77davez-all-tracks', '28'], ['BRC Blues Band Karlsruhe', '28'], ['BRC Blues Band', '28'], ['Blues-Rockclub', '28'], ['Karlsruhe', '28'], ['radio berlin', '14'], ['Gitarrenunterricht', '14'], ['Tilos Blues', '14'], ['gitarrenunterricht in karlsruhe', '14'], ['Gitarrenunterricht Berlin', '14'], ['allboutGuitar Lesson', '14'], ['Radio Karlsruhe', '14'], ['ludwigshafen', '14'], ['musik karlsruhe', '14'], ['mannheim', '14'], ['All', '14'], ['allboutGuitar Lessons - Blues Workshops', '14'], ['allbout Guitar Lessons - Blues Workshops Karlsruhe', '14'], ['Berlin', '14']]"
b'EPMD',b'Check 1_2',b'Out Of Business',"[['Gangsta Rap', '100'], ['East Coast', '100'], ['east coast rap', '100'], ['Old School Hip Hop', '100'], ['bartekkazek', '100']]"
b'X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty',b'Thug Love',b'X-Filez V.3: The Madman Era',"[['itunes free download', '100']]"
b'High Strung_ The',b'Show a Sign of Life',b'These Are Good Times',[]
b'Socialburn',b'Everyone (LP Version)',b'Where You Are',[]
b'Roger Miller',b'My Pillow',b'Country In My Pillow',"[['country', '100']]"
b'T-Bone Walker',b'Mean Old World Blues',b'My Baby Left Me',"[['blues', '100'], ['jazz-blues', '100']]"
b'Black Debbath',b'Ville Eyolf',b'Naar Vi D\xc3\xb8de Rocker',"[['metal', '100'], ['doom metal', '100'], ['stoner metal', '100']]"
b'Thomas Battenstein',b'Macht hoch die T\xc3\xbcr',b'Stille Nacht',[]
b'Hatebreed',b'Mark My Words (Album Version)',b'Satisfaction Is The Death Of Desire',[]
"b""Confetti's""",b'C Day (Maxi Club Version)',b'Greatest Hits',[]
b'Dorothy Norwood',b'Grace And Mercy Part II',"b""Hattie B's Daughter""",[]
b'Small Faces',b'Itchycoo Park',b'Ultimate Collection',"[['60s', '100'], ['classic rock', '62'], ['psychedelic', '44'], ['mod', '41'], ['rock', '39'], ['oldies', '20'], ['british', '15'], ['Psychedelic Rock', '14'], ['1967', '12'], ['pop', '12'], ['british invasion', '9'], ['The Small Faces', '7'], ['happy', '5'], ['Flower Power', '5'], ['sixties', '4'], ['Small Faces', '3'], ['60s rock', '3'], ['group1', '3'], ['group2', '3'], ['psychedelic pop', '3'], ['Favourites', '3'], ['beautiful', '3'], [""60's"", '3'], ['classic', '3'], ['britpop', '3'], ['beatclub', '2'], ['beat', '2'], ['hippie', '2'], ['Uplifting', '2'], ['group3', '2'], ['British Psychedelia', '1'], ['70s', '1'], ['acoustic', '1'], ['favorite songs', '1'], ['ichycoo Park', '1'], ['groovy', '1'], ['group4', '1'], ['YIP', '1'], ['Iozzi and Jones', '1'], ['chaser i', '1'], ['singalong', '1'], ['memories', '1'], ['drugs', '1'], ['All time favourites', '1'], ['british rock', '1'], ['sunday morning', '1'], ['me', '1'], ['sunny', '1'], ['male vocalists', '1'], ['spy 60', '1'], ['60s psychedelia', '1'], ['yannik', '1'], ['best songs of the 60s', '1'], ['luka w', '1'], ['classic British rock', '1'], ['dickie', '1'], ['rosis', '1'], ['british mod', '1'], ['Rock and Roll', '1'], ['english', '1'], ['Harald', '1'], ['rhythm and blues', '1'], ['favorites', '1'], ['ik ben', '1'], ['GiLA', '1'], ['group5', '1'], ['Awesome', '1'], ['proto punk', '1'], ['The Small Faces Itchycoo Park', '1'], ['calm', '1'], ['UK', '1'], ['classics', '1'], ['maren', '1'], ['party', '1'], ['acclaimed music top 3000', '1'], ['1960s', '1'], ['music for people with superior taste in music', '1'], ['The monkey gets nostalgic', '0'], ['60s British Invasion', '0'], ['My older music', '0'], ['60s british rock', '0'], ['dell', '0'], ['prolix-fav', '0'], ['Eat chocolate to', '0'], ['60s British', '0'], ['dell-icious', '0'], ['moses rock', '0'], ['rock klassiker', '0'], ['pure mod', '0'], ['rock guille', '0'], ['viejos tiempos', '0'], ['jiving sister fanny', '0'], ['acoustic rhythm piano', '0'], ['major key tonality', '0'], ['dont know why I love it but I do', '0'], ['my spring of 03', '0'], ['prominent organ', '0'], ['tradescant', '0'], ['songs you must sing along with', '0'], ['fucking CLASSIC', '0']]"
b'Vinylbase',b'Life',b'Life',[]
b'Bobby Hutcherson',b'Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster)',b'Dialogue (The Rudy Van Gelder Edition)',"[['jazz', '100'], ['old favorites', '100'], ['4', '100']]"
b'Gene Autry',b'Blueberry Hill',b'Back In The Saddle Again',"[['classic country', '100'], ['country', '66'], ['rock', '33'], ['oldies', '33'], ['old standards', '33'], ['ralphs covers', '33'], ['z37', '33'], ['evf5', '33']]"
"b""Mr. De'""",b'Please Belive It',b'Belive In Soul E.P.',[]
b'Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti',"b""Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa""",b'Mozart - Sacred Choral Works',[]
b'Bill & Gloria Gaither',b'I Walked Today Where Jesus Walked',b'Jerusalem Homecoming',[]
b'The Fureys',b'Con Alma',"b""The Dizzy Gillespie Alumni All-Stars: Dizzy's 80th Birthday Party""",[]
b'Nestor Torres',b'Spanish Grease',b'The Very Best of Nestor Torres',"[['nestor torres', '100'], ['salsa flute', '100'], ['worldflute', '100']]"
b'Birmingham Jubilee Singers',b'Queen Street Rag (144826)',b'Birmingham Jubilee Singers Vol. 2 (1927-1930)',[]
b'Poncho Sanchez',b'Ju Ju',b'Latin Spirits',[]
b'John Cale',b'Song Of The Valley',b'Artificial Intelligence',[]
b'Eduardo Fernandez',b'Estudio',b'The Spanish Guitar - The Top 10',[]
b'Los Cisnes',b'Orgullo',b'16 Exitos De Los Mejores Trios Mexicanos',[]
b'The Jordanaires',b'You Gave Me A Mountain',"b""The King's Harmoniers""",[]
b'Ana Popovic',b'Shadow After Dark',b'Still Making History',"[['blues rock', '100'], ['blues', '50'], ['female vocalists', '50'], ['love songs', '50'], ['guitar blues', '50'], ['guitar girl', '50'], ['female blues vocalist', '50'], ['Bluescruiser', '50'], ['seen live', '0']]"
b'Les Hou-Lops',b'Fauch\xc3\xa9',b'Tout ira tr\xc3\xa8s bien',[]
b'Defari',b'Xtra Thump (Featuring Tash from Tha Alkaholiks)',b'Odds & Evens',[]
b'Bounty Killer',b'Cellular Phone',b'Nah No Mercy - The Warlord Scrolls',"[['dancehall', '100'], ['bounty killer', '66'], ['Bashment', '33'], ['cellular phone', '33'], ['Drum and bass', '16'], ['1995', '16'], ['dubreggae', '16'], ['alliance', '16'], ['Peanie Peanie Riddim', '16'], ['nah no mercy', '16']]"
b'The Rolling Stones',b'Stop Breaking Down (1994 Digital Remaster)',b'Exile On Main St',"[['freedom', '100']]"
b'Dora The Explorer',b'Limbo Rock',b'Dora The Explorer Dance Fiesta!',[]
b'Bill & Gloria Gaither',b'I Never Shall Forget That Day (Reunion Album Version)',b'Reunion',[]
b'Gyptian',b'What Are You Fighting For',b'Strictly One Drop',"[['gyptian', '100']]"
b'Professor Longhair',b'Bald Head',b'And... R&B was born',"[['blues', '100'], ['New Orleans', '60'], ['50s', '40'], ['piano', '20'], ['rhythm and blues', '20'], ['whimsical', '20'], ['rhythmandblues', '20'], ['listen up', '20'], ['neworleans', '20']]"
b'Busdriver',b'Sun Shower - Cadence Weapon Remix (Cd)',b'Sun Shower',[]
b'Robert Palmer',b'Some Guys Have All The Luck',b'At The BBC',"[['80s', '100'], ['rock', '81'], ['pop', '72'], ['robert palmer', '59'], ['pop rock', '45'], ['classic rock', '27'], ['performed on top of the pops', '22'], ['male vocalists', '13'], ['british', '13'], ['british rock', '9'], ['catchy', '9'], ['Favourites', '9'], ['party', '9'], ['cover', '9'], ['fun', '9'], ['covers', '9'], ['close harmony', '4'], ['blue eyed soul', '4'], ['seductive', '4'], ['eddie', '4'], ['ambient', '4'], ['Brems Tagg radio', '4'], ['the god of vocals', '4'], ['surprising', '4'], ['1982', '4'], ['uk top 20 single', '4'], ['out of our heads', '4'], ['rabafuesesch', '4'], ['bloody gay disco', '4'], ['Blue-Eyed Soul', '4'], ['dance', '4'], ['electronica', '4'], ['club house', '4'], [""80's"", '4'], ['my favourite songs', '4'], ['freedom', '4'], ['Pop-Rock', '4'], ['dance rock', '4'], ['oldies', '4'], ['dream pop', '4'], ['soul', '4'], ['club', '4'], ['gh fgh', '0'], ['robert palmer-some guys', '0'], ['azxcv-zagraniczne', '0'], ['azxcv-szybkie', '0'], ['azxcv-impreza', '0'], ['soft rock', '0'], ['best songs of the 80s', '0'], ['GH baby', '0'], ['all-time fav', '0'], ['jepp', '0'], ['spokojne', '0'], ['all the best', '0'], ['Remakes', '0']]"
b'Dario Marianelli',b'Why Did You All Lie to Me?',"b""Everybody's Fine""","[['instrumental', '100'], ['sad', '100'], ['score', '100']]"
b'Fastway',b'Heft*',b'Trick Or Treat - Original Motion Picture Soundtrack  Featuring FASTWAY',[]
b'Cut Copy',b'Cold Youth',b'In Ghost Colours',"[['favorite indie', '100']]"
b'Teenage Fanclub',"b""It's All In My Mind""",b'Man-made',"[['indie', '100'], ['2000s', '71'], ['indie pop', '71'], ['indie rock', '57'], ['pop', '42'], ['Scottish', '42'], ['rock', '28'], ['2005', '28'], ['power pop', '28'], ['its all in my mind', '28'], ['baby lets hit the road', '14'], ['teenage fanclub mix', '14'], ['salon audiofile', '14'], ['unconscionably good', '14'], ['illusions', '14'], ['vakriechn', '14'], ['animo', '14'], ['happy go lucky', '14'], ['my goodies', '14'], ['The ones I adore', '14'], ['five-star audio', '14'], ['makeiskori', '14'], ['hmmm i like it', '14'], ['Soundtrack des Lebens', '14'], ['aberrant mental states', '14'], ['playlist 2007', '14'], ['Minds', '14'], ['lets all move to scotland', '14'], ['nevertiredof', '14'], ['cdprojekt', '14'], ['doris sure knew how to entertain her guests', '14'], ['playlist 2009', '14'], ['easy listening', '14'], ['alternative', '14'], ['sad', '14'], ['favorites', '14'], ['Favorite', '14'], ['modern rock', '14'], ['Good Stuff', '14'], ['indie-pop', '14'], ['00s', '14'], ['male vocals', '14'], ['Perfect Pop', '14'], ['male vocalists', '14'], ['philosophy', '14'], ['5 star songs', '14'], ['breezy', '14'], ['nautical', '14'], ['schön', '14'], ['kinda rockin', '14'], ['guitars n ish', '14'], ['big star', '14'], ['studio', '14'], ['ruhig', '14'], ['heard on Pandora', '0'], ['ragazzas creme de la creme', '0'], ['Teenage Fanclub-2004-Man-Made', '0'], ['Teenage Fanclub', '0'], ['the word mind', '0'], ['the word my', '0'], ['the word in', '0'], ['the word all', '0'], ['playful Indie yolala', '0'], ['test listening - something', '0'], ['hm', '0']]"
b'Maire Brennan',b'Bi Thus A Mo Shuile (LP Version)',b'Whisper To The Wild Water',"[['celtic', '100'], ['mbrennan', '20'], ['ObraMaestra', '20'], ['clear mind', '20'], ['baladas-mujeres', '20'], ['brennan', '20'], ['wot', '20'], ['Girl', '20'], ['top stuff', '20'], ['Irish Folk', '20'], ['vocalist', '20'], ['Female Voices', '20'], ['ethereal', '20'], ['female vocalists', '20'], ['female', '20'], ['new age', '20'], ['female vocalist', '20']]"
b'2 Minutos',b'14 Botellas',b'Valentin Alsina',"[['punk', '100'], ['punk rock', '100'], ['elvis moska', '100']]"
b'Paul Stanley',b'Move On',b'Paul Stanley',"[['hard rock', '100'], ['hair metal', '100'], ['glam rock', '100'], ['paul stanley', '100'], ['Glam Metal', '66'], ['kiss', '66'], ['the starchild', '66'], ['classic rock', '33'], ['heavy metal', '33'], ['Shock Rock', '33'], ['melodic rock', '33'], ['rock star', '33'], ['Morose Deep dilate Crimson', '0'], ['kiss y solo', '0']]"
b'Daryl Hall & John Oates',b'Only Love',b'Change Of Season',"[['daryl hall john oates', '100']]"
b'Georges Delerue',b'Aur\xc3\xa8le et C\xc3\xa9line',b'Chouans!',[]
"b""Liam O'Flynn""","b""Romeo's Exile""",b'Celtic Twilight 6',[]
b'DJ Spinn',b'Times Up',"b""Soul Searchin' Part 2""",[]
b'The California Cajun Orchestra',b'Lake Charles Two-Step',b'Not Lonesome Anymore',"[['cajun', '100'], ['louisiana', '46'], ['folk', '7'], ['Accordeon', '7']]"
"b""Screamin' Jay Hawkins""","b""What's Gonna Happen On the 8th Day""",b'I Put a Spell on You: The Best Of',"[['sukhushun', '100']]"
b'Floor',b'Assassin',b'Below & Beyond',[]
b'Tiny Bradshaw',b'Well Oh Well',b'The History of Rhythm and Blues - Disc 3',"[['rock n roll', '100'], ['Soul And RB', '100']]"
b'Smut Peddlers',b'Playstation Generation',b'ISM',"[['punk rock', '100']]"
b'Michael Whalen',b'Gail Wakes Up',b'The Shape Of Life',[]
b'Kiss',b'Stand (Album Version)',b'Sonic Boom',[]
b'LaWanda Page',b'The Preacher & the Funeral',b'Mutha Is Half a Word',[]
b'Rory Block',b'Blues Again',b'The Early Tapes 1975-1976',"[['female vocalist', '100'], ['female vocals', '100'], ['female', '100'], ['female vocalists', '100'], ['Female Voices', '100'], ['female artists', '100'], ['rex ferric faves', '100']]"
b'Taking Back Sunday',b'I Am Fred Astaire (Album Version)',b'Where You Want To Be',[]
b'Memphis Jug Band',b'Memphis Jug',b'The Best Of The Memphis Jug Band',[]
b'Eddy Raven',b'I Could Use Another You (Digital Re-Recording)',b'The Very Best Of Eddy Raven',[]
b'Fred Merpol',"b""N'ayez crainte mesdames""",b'En vrai',[]
b'Mariah Carey Featuring Da Brat & JD',b'Honey',b'The Remixes',"[['pop', '100'], ['Mariah Carey', '78'], ['rnb', '75'], ['90s', '61'], ['female vocalists', '49'], ['sexy', '19'], ['soul', '17'], ['dance', '15'], ['diva', '15'], ['honey', '15'], ['american', '14'], ['catchy', '14'], ['r&b', '10'], ['1997', '10'], ['upbeat', '8'], ['urban', '8'], ['r and b', '8'], ['usa hot 100 number one hit', '8'], ['usa hot dance club play number one hit', '8'], ['divas', '7'], ['sleek', '7'], ['it is party time', '7'], ['Mellow', '7'], ['classy', '5'], ['I love this song', '5'], ['big voice', '5'], ['90s Rnb', '5'], ['about love', '5'], ['sensual', '5'], ['Sweet Love', '5'], ['coy', '5'], ['favorite by this singer', '5'], ['vocalization', '5'], ['performed on top of the pops', '5'], ['usa rhythmic top 40 number one hit', '5'], ['sweet', '5'], ['Love', '5'], ['female vocalist', '5'], ['Hip-Hop', '5'], ['RB', '3'], ['summer music', '3'], ['Cool song', '3'], ['High School', '3'], ['the club', '3'], ['puff daddy', '3'], ['top 40', '3'], ['p diddy', '3'], ['groovy', '3'], ['Awesome', '3'], ['us number one', '3'], ['80 - 90s', '3'], ['grooves', '3'], ['happy', '3'], ['butterfly', '3'], ['billboard number ones', '3'], ['classic', '3'], ['18 number ones of mariah carey', '3'], ['funky', '3'], ['favorite songs', '3'], ['diddy', '3'], ['songs of the summer', '1'], ['taquara rachada', '1'], ['number one hits', '1'], ['Remember The Time', '1'], ['warm feelings', '1'], ['songs I absolutely love', '1'], ['brisk', '1'], ['Summer Jams', '1'], ['lo maximo', '1'], ['kot', '1'], ['I love the 90s', '1'], ['samplers', '1'], ['ls', '1'], ['teenage years', '1'], ['happy thoughts', '1'], ['pop singles', '1'], ['exquisite', '1'], ['mariah', '1'], ['night', '1'], ['guilty as charged', '1'], ['rock', '1'], ['great', '1'], ['twitter weday121212', '1'], ['sitar Dieter', '1'], ['enlighten the world for me', '1'], ['love Dieter', '1'], ['mc college I', '1'], ['omgz embarrassing', '1'], ['t5rrnb', '1'], ['afterwork lagrappa', '1'], ['Driving', '1'], ['billboard top 20', '1'], ['rnb number ones', '1'], ['billboard top 10', '1'], ['vende litros', '1'], ['Fun pop music', '1'], ['colobocuro', '1'], ['noney', '1'], ['-3', '1'], ['Mariah sings to kenny', '1']]"
b'Christina Aguilera',b'Beautiful',b'Dance Vault Remixes - Beautiful',"[['pop', '100'], ['female vocalists', '58'], ['Christina Aguilera', '52'], ['beautiful', '42'], ['Ballad', '35'], ['00s', '12'], ['soul', '11'], ['female vocalist', '10'], ['piano', '9'], ['rnb', '8'], ['sad', '7'], ['inspirational', '7'], ['favorites', '6'], ['female', '6'], ['Mellow', '6'], ['Love', '6'], ['american', '5'], ['slow', '5'], ['ballads', '5'], ['legend', '5'], ['Uplifting', '5'], ['rock', '4'], ['pop rock', '4'], ['classic', '3'], ['Stripped', '3'], ['soft', '3'], ['sexy', '3'], ['amazing', '3'], ['XTina', '3'], ['relax', '2'], ['grammy winner', '2'], ['house md', '2'], ['vocal', '2'], ['girl power', '2'], ['Linda Perry', '2'], ['2000s', '2'], ['Hope', '2'], ['dance', '2'], ['romantic', '2'], ['female vocals', '2'], ['Empowering', '2'], ['2003', '1'], ['easy listening', '1'], ['2002', '1'], ['powerful', '1'], ['Beatlesque', '1'], ['memories', '1'], ['english', '1'], ['aguilera', '1'], ['soulful', '1'], ['Eighth Wonder Of The World', '1'], ['chill', '1'], ['Guilty Pleasures', '1'], ['inspiring', '1'], ['Love it', '1'], ['anthem', '1'], ['big voice', '1'], ['top 40', '1'], ['emotional', '1'], ['Awesome', '1'], ['alternative', '1'], ['female vocal', '1'], ['r&b', '1'], ['Voice', '1'], ['Masterpiece', '1'], ['calm', '1'], ['90s', '1'], ['lovely', '1'], ['Pop-Rock', '1'], ['CA', '1'], ['best voice', '1'], ['Soundtrack', '1'], ['ballady', '1'], ['diva', '1'], ['bullying', '1'], ['pop ballad', '1'], ['Pop Life', '1'], ['woman', '1'], ['grrlie', '1'], ['acclaimed music top 3000', '0'], ['glee', '0'], ['chillout', '0'], ['fav', '0'], ['pop mix', '0'], ['balladen', '0'], ['christina aguilara', '0'], ['hino', '0'], ['badly bruised but nothing is broken', '0'], ['love at first listen', '0'], ['chick singer', '0'], ['guilty pleasure', '0'], ['easy', '0'], ['inspiration', '0'], ['dodgy bird', '0'], ['Very Good', '0'], ['slow jam', '0'], ['great song', '0'], ['latin', '0'], ['canadian singles chart number one hit', '0'], ['timeless', '0']]"
b'Irma Thomas',b'We All Need Love',b'The Story Of My Life',[]
b'Black Debbath',b'Tredve\xc3\xa5rsfurua P\xc3\xa5 Ask\xc3\xb8y',b'Den Femte Statsmakt',"[['duplex', '100'], ['gundanorsk', '100'], ['dettaemorogunda', '100']]"
b'Steve Harvey',b'What Woman Really Wear To Bed',b'Live ... Down South Somewhere',"[['Best Stand-Up Comedy', '100']]"
b'Neil Diamond',b'Reminisce For A While (Sung With Raul Malo)',b'Tennessee Moon',"[['newbest', '100']]"
b'Antonis Remos',b'Min Tou Milate Tou Pediou',b'Antonis Remos Live',[]
b'Bruno Sanfilippo',b'The Fourth Wish',b'The New Kingdom',"[['ambient', '100'], ['instrumental', '100'], ['new age', '100'], ['atmospheric', '100']]"
b'2raumwohnung',b'M\xc3\xa4dchen mit Plan',b'In wirklich',"[['deutsch', '100'], ['german', '80'], ['electronic', '80'], ['indie', '60'], ['pop', '40'], ['electropop', '40'], ['electronica', '40'], ['so sachen', '20'], ['beeing in love', '20'], ['electronic-pop', '20'], ['acoustics', '20'], ['deutsch german', '20'], ['european', '20'], ['sunday morning', '20'], ['female vocalists', '20'], ['synth pop', '20'], ['electro', '20'], ['chillout', '20']]"
b'Cindy Morgan',b'I Will Be Free (LP Version)',b'The Definitive Collection',"[['great song', '100']]"
b'Rainforest Trio',b'Obsession',b'Beyond Brasil',[]
b'Los Originales De San Juan',b'Soy De Oaxaca',b'Lo Mejor De Los Originales',[]
b'John D. Loudermilk',"b""Goin' To Hell On A Sled""",b'The Open Mind Of John D. Loudermilk',"[['folk-rock', '100'], ['folk rock', '50'], ['1967', '50'], ['hellbilly', '50'], ['john d loudermilk', '50'], ['goin to hell on a sled', '50']]"
b'Coldplay',b'The World Turned Upside Down',b'Fix You',"[['rock', '100'], ['Coldplay', '86'], ['alternative', '73'], ['britpop', '66'], ['british', '46'], ['alternative rock', '33'], ['indie rock', '26'], ['Mellow', '20'], ['perfect', '20'], ['indie', '20'], ['pop', '20'], ['piano rock', '13'], ['brit rock', '13'], ['lovely', '13'], ['love at first listen', '13'], ['Amazing song', '13'], ['chillout', '13'], ['song title not in the lyrics', '13'], ['top song radio', '6'], ['sideflowers top ten artists', '6'], ['daves current favourites', '6'], ['coldplay rock', '6'], ['sideflower2005', '6'], ['b-side', '6'], ['heart', '6'], ['sexy male voice', '6'], ['at ease', '6'], ['131', '6'], ['aitch', '6'], ['Pablinkus radio', '6'], ['Slut Radio - Lieblingsbands Rock', '6'], ['panica from rutzenham', '6'], ['srdcove zalezitosti', '6'], ['nogood song good group', '6'], ['cp world turned', '6'], ['emo', '6'], ['Love', '6'], ['favorites', '6'], ['chill', '6'], ['live', '6'], ['smooth', '6'], ['U2', '6'], ['emotional', '6'], ['good music', '6'], ['brit pop', '6'], ['00s', '6'], ['favorite band', '6'], ['cold play', '6'], ['mooi', '6'], ['seen live', '0'], ['80s', '0'], ['The world turned upside down', '0'], ['aw3x0me', '0'], ['comedy', '0'], ['Moox', '0'], ['interesting', '0'], ['jump', '0']]"
b'Deepface',b'I Want To Live (Smash Club Mix)',b'I Want To Live',[]
b'Lily Allen',"b""Everyone's At It""","b""It's Not Me_ It's You""","[['pop', '100'], ['british', '57'], ['female vocalists', '56'], ['electropop', '44'], ['Lily Allen', '36'], ['fucking fantastic', '21'], ['electronic', '15'], ['indie', '14'], ['alternative', '13'], ['britpop', '12'], ['catchy', '11'], ['00s', '10'], ['dance', '7'], ['female vocalist', '6'], ['UK', '6'], ['2009', '5'], ['drugs', '5'], ['good', '3'], ['female vocal', '3'], ['singer-songwriter', '3'], ['great', '3'], ['Lily', '2'], ['nice lyrics', '2'], ['love at first listen', '2'], ['greg kurstin', '2'], ['bullshit', '2'], ['its not me its you', '2'], ['Perfect song', '1'], ['kick ass lyrics', '1'], ['woman singer', '1'], ['this is an alarm-call', '1'], ['90210', '1'], ['party songs', '1'], ['Love', '1'], ['favorites', '1'], ['english', '1'], ['octwoct', '1'], ['reefermadness63', '0'], ['pra-dancar', '0'], ['x23', '0'], ['everyone at it', '0'], ['reality', '0'], ['songs in the key of orgasm', '0'], ['shit is off the wall', '0'], ['2008', '0'], ['hook', '0'], ['Moih', '0'], ['1st single', '0'], ['Belearic', '0'], ['IIIIIIIIII AMAZING TRACK :D IIIIIIIIII', '0'], ['delicia', '0'], ['britannique', '0'], ['sexy female', '0'], ['everyones at it', '0'], ['silly love', '0'], ['My Timeline', '0'], ['favorites 2008', '0'], ['smeling of roses', '0'], ['The inbetweeners', '0'], ['best of 2009', '0'], ['melhor de 2009', '0'], ['so fucking best', '0'], ['neon asylum', '0'], ['gjamr', '0'], ['varios quico', '0'], ['three', '0'], ['<3', '0'], ['honest', '0'], ['I Like It', '0'], ['minor', '0'], ['favs', '0'], ['perfect', '0'], ['WorD', '0'], ['hit', '0'], ['All', '0'], ['best', '0'], ['rocks', '0'], ['female', '0'], ['chill', '0'], ['Awesome', '0'], ['fun', '0'], ['cool', '0'], ['2000s', '0'], ['Lieblingssongs', '0'], ['United Kingdom', '0'], ['popular', '0'], ['sometimes', '0'], ['songs i love', '0'], ['Allen', '0'], ['laptop', '0'], ['t', '0'], ['social commentary', '0'], ['seen live', '0'], ['indie pop', '0'], ['amayzes loved', '0'], ['ambient', '0'], ['electro', '0'], ['Dream', '0'], ['davaho53', '0'], ['yeah', '0']]"
b'Foghat',b'Slow Ride [Live Version]',b'Live',[]
b'The Meatmen',"b""We Didn't Kill Each Other (But Didn't We Try) [Originally Performed by Dallas Wayne]""",b'Cover the Earth',[]
b'Gal Costa',b'Meu Bem Meu Mal (Mi Bien Mi Mal)',b'Cores_ Nomes',[]
b'Pinchers',"b""Don't Do That""",b'Dirt Low',[]
b'T.I.',b'Why U Mad At Me (Explicit Screwed Version)',b'Urban Legend',"[['hip hop', '100'], ['brain2brain', '100']]"
b'Britny Fox',b'Over And Out [Album Version]',b'Bite Down Hard',"[['mis favoritos', '100'], ['80s MARAVILLOSOS', '100']]"
b'Power Pill Fist',b'Chuckanut Drive',b'Kongmanivong',[]
b'Olivia Ruiz',b'Enerv\xc3\xa9',"b""J'Aime Pas L'Amour""","[['chanson francaise', '100'], ['nouvelle chanson francaise', '66'], ['chanson', '33'], ['rock français', '33'], ['voix de femmes', '33'], ['supergerl', '33'], ['frans modern', '33']]"
